source_url,room_count,pricerange,postcode,address_line,name,locality,country,longitude,rating_summary,state,amenities,stars,latitude,traveler_rating,alternative_names
http://www.tripadvisor.com/Hotel_Review-g44329-d1116399-Reviews-C_H_Motel-El_Dorado_Springs_Missouri.html,22,$,64744,311 E US Highway 54,C&H Motel,El Dorado Springs,,-94.019104,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'3.5 of 5 stars'), (u'Rooms', u'3 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",MO,Free High Speed Internet ( WiFi ),3.0,37.863022,"[(u'Excellent', u'2'), (u'Very good', u'3'), (u'Average', u'3'), (u'Poor', u'1'), (u'Terrible', u'2')]",
http://www.tripadvisor.com/Hotel_Review-g39412-d122129-Reviews-Wildwood_Inn-Florence_Kentucky.html,112,$,41042,7809 US 42,Wildwood Inn,Florence,,-84.636444,"[(u'Location', u'3.5 of 5 stars'), (u'Sleep Quality', u'2.5 of 5 stars'), (u'Rooms', u'2.5 of 5 stars'), (u'Service', u'2.5 of 5 stars'), (u'Value', u'2.5 of 5 stars'), (u'Cleanliness', u'2.5 of 5 stars')]",KY,"Pool,Free Parking,Free Breakfast,Free High Speed Internet ( WiFi )",2.5,38.990036,"[(u'Excellent', u'3'), (u'Very good', u'3'), (u'Average', u'5'), (u'Poor', u'1'), (u'Terrible', u'11')]","Wildwood Inn Tropical Dome Hotel Florence,Wildwood Hotel Tropical Dome,Florence Inn Ky Wildwood,Wildwood Inn Florence Kentucky,Inn Ky Wildwood,Inn Kentucky Wildwood"
http://www.tripadvisor.com/Hotel_Review-g60933-d4859637-Reviews-Hampton_Inn_Suites_Albuquerque_North_I_25-Albuquerque_New_Mexico.html,,$$,87109,4412 The 25 Way,Hampton Inn & Suites Albuquerque North/I-25,Albuquerque,,-106.592987,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'5 of 5 stars')]",NM,"Pool,Free Parking,Fitness Center with Gym / Workout Room,Free High Speed Internet ( WiFi ),Free Breakfast",4.5,35.144321,"[(u'Excellent', u'188'), (u'Very good', u'54'), (u'Average', u'11'), (u'Poor', u'3'), (u'Terrible', u'1')]",
http://www.tripadvisor.com/Hotel_Review-g58759-d252503-Reviews-The_Historic_Davenport_Autograph_Collection-Spokane_Washington.html,284,$$$,99201,10 South Post Street,"The Historic Davenport, Autograph Collection",Spokane,,-117.424324,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'5 of 5 stars')]",WA,"Pool,Room Service,Restaurant,Fitness Center with Gym / Workout Room,Spa,Free High Speed Internet ( WiFi ),Bar/Lounge",4.5,47.656834,"[(u'Excellent', u'965'), (u'Very good', u'263'), (u'Average', u'87'), (u'Poor', u'32'), (u'Terrible', u'27')]","The Davenport Hotel And Tower,Davenport Hotel Spokane"
http://www.tripadvisor.com/Hotel_Review-g46122-d115914-Reviews-The_Manor_on_Golden_Pond-Holderness_New_Hampshire.html,24,$$$,03245,Rte 3,The Manor on Golden Pond,Holderness,,-71.579437,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'3.5 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",NH,"Pool,Restaurant,Free Parking,Free Internet,Room Service,Bar/Lounge,Spa",4.0,43.730419,"[(u'Excellent', u'98'), (u'Very good', u'29'), (u'Average', u'20'), (u'Poor', u'17'), (u'Terrible', u'14')]",The Manor On Golden Pond Hotel Holderness
http://www.tripadvisor.com/Hotel_Review-g34515-d596339-Reviews-Lake_Buena_Vista_Resort_Village_Spa-Orlando_Florida.html,498,$$,32821,8113 Resort Village Drive,Lake Buena Vista Resort Village & Spa,Orlando,,-81.487419,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Pool,Free Parking,Restaurant,Fitness Center with Gym / Workout Room,Bar/Lounge,Spa,Free High Speed Internet ( WiFi )",4.5,28.351965,"[(u'Excellent', u'2,352'), (u'Very good', u'1,210'), (u'Average', u'460'), (u'Poor', u'179'), (u'Terrible', u'119')]","Lake Buena Vista Resort Village Hotel Orlando,Lake Buena Vista Resort Spa,Lake Buena Vista Resort Village And Spa,Lake Buena Vista Village"
http://www.tripadvisor.com/Hotel_Review-g60970-d647831-Reviews-Comfort_Suites_Murfreesboro-Murfreesboro_Tennessee.html,20,$,37129,226 North Thompson Lane,Comfort Suites Murfreesboro,Murfreesboro,,-86.430115,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",TN,"Pool,Fitness Center with Gym / Workout Room,Free Parking,Free High Speed Internet ( WiFi ),Free Breakfast",4.0,35.851757,"[(u'Excellent', u'56'), (u'Very good', u'36'), (u'Average', u'19'), (u'Poor', u'14'), (u'Terrible', u'5')]","Comfort Suites Murfreesboro Hotel Murfreesboro,Murfreesboro Comfort Suites"
http://www.tripadvisor.com/Hotel_Review-g60933-d92749-Reviews-Hyatt_Regency_Albuquerque-Albuquerque_New_Mexico.html,395,$$,87102,330 Tijeras NW,Hyatt Regency Albuquerque,Albuquerque,,-106.650818,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'3.5 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",NM,"Restaurant,Fitness Center with Gym / Workout Room,Pool,Room Service,Bar/Lounge,Free High Speed Internet ( WiFi )",4.0,35.086029,"[(u'Excellent', u'227'), (u'Very good', u'220'), (u'Average', u'103'), (u'Poor', u'80'), (u'Terrible', u'40')]","Hyatt Regency Albuquerque Hotel Albuquerque,Albuquerque Hyatt Regency,Hyatt Albuquerque"
http://www.tripadvisor.com/Hotel_Review-g46015-d4766282-Reviews-Candlewood_Suites_Winnemucca-Winnemucca_Nevada.html,,$$,89445,460 E. Winnemucca Boulevard,Candlewood Suites Winnemucca,Winnemucca,,-117.729500,"[(u'Sleep Quality', u'5 of 5 stars'), (u'Location', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'5 of 5 stars')]",NV,"Free High Speed Internet ( WiFi ),Fitness Center with Gym / Workout Room,Free Parking",4.5,40.977245,"[(u'Excellent', u'42'), (u'Very good', u'15'), (u'Average', u'6'), (u'Poor', u'0'), (u'Terrible', u'0')]",
http://www.tripadvisor.com/Hotel_Review-g29092-d84724-Reviews-Baymont_Inn_Suites_Anaheim-Anaheim_California.html,94,$,92804,727 South Beach Boulevard,Baymont Inn & Suites Anaheim,Anaheim,,-117.994019,"[(u'Sleep Quality', u'4 of 5 stars'), (u'Location', u'3.5 of 5 stars'), (u'Rooms', u'3.5 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",CA,"Free Parking,Pool,Free Breakfast,Fitness Center with Gym / Workout Room,Free High Speed Internet ( WiFi )",3.5,33.821342,"[(u'Excellent', u'67'), (u'Very good', u'104'), (u'Average', u'70'), (u'Poor', u'29'), (u'Terrible', u'23')]","Baymont Inn & Suites Anaheim Hotel Anaheim,Baymont Inn And Suites Anaheim,Holiday Inn Express Anaheim,Holiday Inn Anaheim,Anaheim Holiday Inn"
http://www.tripadvisor.com/Hotel_Review-g34515-d80178-Reviews-Avanti_International_Resort-Orlando_Florida.html,652,$,32819,8738 International Drive,Avanti International Resort,Orlando,,-81.473076,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Pool,Free Parking,Fitness Center with Gym / Workout Room,Bar/Lounge,Restaurant,Free High Speed Internet ( WiFi )",4.0,28.439571,"[(u'Excellent', u'1,123'), (u'Very good', u'790'), (u'Average', u'307'), (u'Poor', u'63'), (u'Terrible', u'55')]","Econo Lodge Inn And Suites International Drive,Econo Lodge Inn & Suites International Drive Hotel Orlando,Econolodge Hotel Orlando,Best Western International Drive,Best Western Plaza International Drive,Econo Lodge Orlando,Best Western Plaza Orlando,Orlando Econo Lodge,Best Western Plaza International Orlando"
http://www.tripadvisor.com/Hotel_Review-g34515-d85979-Reviews-Buena_Vista_Hotel_Spa-Orlando_Florida.html,1014,$$,32830,1900 E Buena Vista Drive,Buena Vista Hotel & Spa,Orlando,,-81.514259,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Pool,Restaurant,Fitness Center with Gym / Workout Room,Room Service,Free Parking,Bar/Lounge,Spa,Free High Speed Internet ( WiFi )",3.5,28.376762,"[(u'Excellent', u'1,199'), (u'Very good', u'1,044'), (u'Average', u'604'), (u'Poor', u'337'), (u'Terrible', u'275')]","Buena Vista Palace Hotel And Spa,Buena Vista Palace Orlando,Lake Buena Vista Palace,Buena Vista Palace Hotel & Spa"
http://www.tripadvisor.com/Hotel_Review-g58318-d459895-Reviews-Holiday_Inn_Express_Hotel_Suites_Winchester-Winchester_Virginia.html,81,$$,22601,142 Fox Ridge Lane,Holiday Inn Express Hotel & Suites Winchester,Winchester,,-78.180672,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",VA,"Pool,Free Parking,Fitness Center with Gym / Workout Room,Free Internet,Restaurant,Free Breakfast",4.0,39.209373,"[(u'Excellent', u'90'), (u'Very good', u'47'), (u'Average', u'25'), (u'Poor', u'8'), (u'Terrible', u'3')]","Holiday Inn Express Hotel And Suites Winchester,Holiday Inn Express Winchester,Holiday Inn Winchester,Winchester Holiday Inn"
http://www.tripadvisor.com/Hotel_Review-g35860-d87718-Reviews-Super_8_Crystal_Lake-Crystal_Lake_Illinois.html,60,$,60014-8005,577 Crystal Point Drive,Super 8 Crystal Lake,Crystal Lake,,-88.311707,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'3.5 of 5 stars'), (u'Rooms', u'3 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'3.5 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",IL,"Free Parking,Free Internet,Free Breakfast",3.5,42.225018,"[(u'Excellent', u'18'), (u'Very good', u'14'), (u'Average', u'22'), (u'Poor', u'14'), (u'Terrible', u'8')]","Super Eight Crystal Lake,Crystal Lake Super Eight,Crystal Lake Super 8"
http://www.tripadvisor.com/Hotel_Review-g29750-d98429-Reviews-Tropicana_Casino_and_Resort-Atlantic_City_New_Jersey.html,2129,$$,08401,S. Brighton Avenue and the Boardwalk,Tropicana Casino and Resort,Atlantic City,,-74.445206,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'3.5 of 5 stars'), (u'Rooms', u'3.5 of 5 stars'), (u'Service', u'3.5 of 5 stars'), (u'Value', u'3.5 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",NJ,"Pool,Fitness Center with Gym / Workout Room,Room Service,Restaurant,Beach,Bar/Lounge,Free High Speed Internet ( WiFi ),Spa",3.5,39.352421,"[(u'Excellent', u'862'), (u'Very good', u'1,229'), (u'Average', u'679'), (u'Poor', u'517'), (u'Terrible', u'518')]","Tropicana Hotel Atlantic City,Resort Atlantic City,Tropicana Resort Atlantic City,Tropicana Atlantic City,Atlantic City Tropicana"
http://www.tripadvisor.com/Hotel_Review-g54359-d97275-Reviews-Caravelle_Resort-Myrtle_Beach_South_Carolina.html,574,$$,29572,6900 N Ocean Blvd,Caravelle Resort,Myrtle Beach,,-78.820930,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",SC,"Pool,Free Parking,Restaurant,Fitness Center with Gym / Workout Room,Beach,Bar/Lounge,Free High Speed Internet ( WiFi )",4.0,33.738865,"[(u'Excellent', u'666'), (u'Very good', u'505'), (u'Average', u'213'), (u'Poor', u'177'), (u'Terrible', u'153')]","Myrtle Beach Caravelle Resort,Caravelle Resort Myrtle Beach Sc,Caravelle Hotel Myrtle Beach Sc,The Caravelle Golf Family Resort"
http://www.tripadvisor.com/Hotel_Review-g47922-d125925-Reviews-Inn_At_Arbor_Ridge-Hopewell_Junction_New_York.html,63,$$,12533,17 Route 376 & Route 52,Inn At Arbor Ridge,Hopewell Junction,,-73.796883,"[(u'Location', u'3.5 of 5 stars'), (u'Sleep Quality', u'2.5 of 5 stars'), (u'Rooms', u'3 of 5 stars'), (u'Service', u'3 of 5 stars'), (u'Value', u'3 of 5 stars'), (u'Cleanliness', u'3 of 5 stars')]",NY,"Free Parking,Free Internet",2.5,41.554169,"[(u'Excellent', u'9'), (u'Very good', u'5'), (u'Average', u'6'), (u'Poor', u'7'), (u'Terrible', u'21')]",Inn At Arbor Ridge Hotel Hopewell Junction
http://www.tripadvisor.com/Hotel_Review-g60933-d506435-Reviews-La_Quinta_Inn_Suites_Albuquerque_Midtown-Albuquerque_New_Mexico.html,72,$$,87107,2011 Menaul Blvd Northeast,La Quinta Inn & Suites Albuquerque Midtown,Albuquerque,,-106.621651,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",NM,"Pool,Free Parking,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( WiFi )",4.5,35.110786,"[(u'Excellent', u'347'), (u'Very good', u'122'), (u'Average', u'27'), (u'Poor', u'10'), (u'Terrible', u'13')]","La Quinta Inn & Suites Albuquerque-Midtown Hotel Albuquerque,La Quinta Inn And Suites Albuquerque-Midtown,La Quinta Albuquerque,Albuquerque La Quinta"
http://www.tripadvisor.com/Hotel_Review-g60933-d98703-Reviews-DoubleTree_by_Hilton_Albuquerque-Albuquerque_New_Mexico.html,295,$,87102-2248,201 Marquette Northwest,DoubleTree by Hilton Albuquerque,Albuquerque,,-106.649231,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",NM,"Restaurant,Room Service,Pool,Bar/Lounge,Fitness Center with Gym / Workout Room,Free High Speed Internet ( WiFi )",4.0,35.088463,"[(u'Excellent', u'365'), (u'Very good', u'263'), (u'Average', u'154'), (u'Poor', u'79'), (u'Terrible', u'39')]","Doubletree By Hilton Albuquerque Hotel Albuquerque,Doubletree Albuquerque,Albuquerque Doubletree"
http://www.tripadvisor.com/Hotel_Review-g46015-d92132-Reviews-Winnemucca_Inn-Winnemucca_Nevada.html,105,$$,89445,741 West Winnemucca Blvd,Winnemucca Inn,Winnemucca,,-117.741280,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",NV,"Pool,Restaurant,Free Parking,Free High Speed Internet ( WiFi ),Fitness Center with Gym / Workout Room",4.0,40.967915,"[(u'Excellent', u'36'), (u'Very good', u'66'), (u'Average', u'25'), (u'Poor', u'4'), (u'Terrible', u'4')]","Winnemucca Hotel Winnemucca,Red Lion Winnemucca,Winnemucca Red Lion"
http://www.tripadvisor.com/Hotel_Review-g34515-d618412-Reviews-Blue_Heron_Beach_Resort-Orlando_Florida.html,280,$$,32821,13428 Blue Heron Beach Drive,Blue Heron Beach Resort,Orlando,,-81.501450,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Pool,Fitness Center with Gym / Workout Room,Free Parking,Free Internet",4.5,28.368629,"[(u'Excellent', u'777'), (u'Very good', u'481'), (u'Average', u'127'), (u'Poor', u'53'), (u'Terrible', u'42')]",Blue Heron Beach Hotel Orlando
http://www.tripadvisor.com/Hotel_Review-g58759-d225255-Reviews-Quality_Inn_Downtown_4th_Avenue-Spokane_Washington.html,134,$,99202,110 East Fourth Avenue,Quality Inn Downtown 4th Avenue,Spokane,,-117.409615,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",WA,"Pool,Fitness Center with Gym / Workout Room,Restaurant,Free High Speed Internet ( WiFi ),Free Breakfast,Bar/Lounge",4.0,47.652088,"[(u'Excellent', u'116'), (u'Very good', u'110'), (u'Average', u'52'), (u'Poor', u'14'), (u'Terrible', u'20')]","Quality Inn Downtown 4th Avenue Hotel Spokane,Quality Inn Spokane,Spokane Quality Inn"
http://www.tripadvisor.com/Hotel_Review-g60970-d1772246-Reviews-Candlewood_Suites_Murfreesboro-Murfreesboro_Tennessee.html,9,$$,37129,850 N Thompson Lane,Candlewood Suites Murfreesboro,Murfreesboro,,-86.428658,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",TN,"Free Parking,Fitness Center with Gym / Workout Room,Restaurant,Free High Speed Internet ( WiFi )",4.0,35.860806,"[(u'Excellent', u'44'), (u'Very good', u'21'), (u'Average', u'5'), (u'Poor', u'6'), (u'Terrible', u'6')]",Candlewood Suites Murfreesboro Hotel Murfreesboro
http://www.tripadvisor.com/Hotel_Review-g32655-d78037-Reviews-Los_Angeles_Airport_Marriott-Los_Angeles_California.html,985,$$,90045,5855 West Century Blvd,Los Angeles Airport Marriott,Los Angeles,,-118.384407,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",CA,"Pool,Room Service,Restaurant,Fitness Center with Gym / Workout Room,Bar/Lounge,Free Internet",4.0,33.946453,"[(u'Excellent', u'542'), (u'Very good', u'856'), (u'Average', u'287'), (u'Poor', u'110'), (u'Terrible', u'52')]","Los Angeles Airport Marriott Hotel Los Angeles,Los Angeles Marriott,Marriott Los Angeles Airport"
http://www.tripadvisor.com/Hotel_Review-g29092-d249725-Reviews-Extended_Stay_America_Orange_County_Anaheim_Hills-Anaheim_California.html,116,$,92806,1031 North Pacificenter Drive,Extended Stay America - Orange County - Anaheim Hills,Anaheim,,-117.840118,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'3.5 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",CA,"Free Parking,Free Breakfast,Free High Speed Internet ( WiFi )",3.5,33.852150,"[(u'Excellent', u'36'), (u'Very good', u'16'), (u'Average', u'13'), (u'Poor', u'7'), (u'Terrible', u'11')]","Extended Stayamerica Orange County - Anaheim Hills Hotel Anaheim,Extended Stay America Anaheim,Extended Stay Anaheim,Anaheim Extended Stay"
http://www.tripadvisor.com/Hotel_Review-g46278-d598222-Reviews-The_Wolfeboro_Inn-Wolfeboro_New_Hampshire.html,44,$$,03894,90 North Main Street,The Wolfeboro Inn,Wolfeboro,,-71.216850,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",NH,"Restaurant,Room Service,Free Internet,Free Parking,Beach,Bar/Lounge",4.0,43.584908,"[(u'Excellent', u'97'), (u'Very good', u'74'), (u'Average', u'27'), (u'Poor', u'10'), (u'Terrible', u'20')]","The Wolfeboro Hotel Wolfeboro,The Hotel Wolfeboro"
http://www.tripadvisor.com/Hotel_Review-g34515-d218934-Reviews-International_Palms_Resort_Conference_Center-Orlando_Florida.html,652,$,32819,6515 International Drive,International Palms Resort & Conference Center,Orlando,,-81.470627,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'3.5 of 5 stars'), (u'Rooms', u'3 of 5 stars'), (u'Service', u'3.5 of 5 stars'), (u'Value', u'3.5 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",FL,"Pool,Free Parking,Restaurant,Room Service,Fitness Center with Gym / Workout Room,Bar/Lounge,Free High Speed Internet ( WiFi ),Spa",3.0,28.458822,"[(u'Excellent', u'446'), (u'Very good', u'732'), (u'Average', u'554'), (u'Poor', u'285'), (u'Terrible', u'385')]","International Palms Resort And Conference Center,International Palms Hotel Orlando,Holiday Inn Orlando,Holiday Inn International Drive Florida,Holiday Inn International Drive Orlando,Orlando Holiday Inn"
http://www.tripadvisor.com/Hotel_Review-g34515-d85333-Reviews-SUNSOL_International_Drive-Orlando_Florida.html,192,$,32819,5859 American Way,SUNSOL International Drive,Orlando,,-81.460205,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'4 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Free Parking,Pool,Free High Speed Internet ( WiFi ),Bar/Lounge,Restaurant,Free Breakfast",4.0,28.464918,"[(u'Excellent', u'163'), (u'Very good', u'268'), (u'Average', u'95'), (u'Poor', u'25'), (u'Terrible', u'24')]","Travelodge International Drive,Travelodge Hotel Orlando,Travelodge Orlando,Orlando Travelodge,Orlando Travel Lodge,Travel Lodge Orlando"
http://www.tripadvisor.com/Hotel_Review-g34515-d1746222-Reviews-Allure_Resort_International_Drive_Orlando-Orlando_Florida.html,223,$,32819,8444 International Drive,Allure Resort International Drive Orlando,Orlando,,-81.472450,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'3.5 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Pool,Room Service,Free Parking,Restaurant,Fitness Center with Gym / Workout Room,Free High Speed Internet ( WiFi )",3.5,28.443441,"[(u'Excellent', u'238'), (u'Very good', u'366'), (u'Average', u'194'), (u'Poor', u'127'), (u'Terrible', u'211')]",
http://www.tripadvisor.com/Hotel_Review-g34515-d88214-Reviews-Clarion_Inn_Lake_Buena_Vista-Orlando_Florida.html,640,$,32836,8442 Palm Pkwy,Clarion Inn Lake Buena Vista,Orlando,,-81.498962,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'3.5 of 5 stars'), (u'Service', u'3.5 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'3.5 of 5 stars')]",FL,"Restaurant,Pool,Free Parking,Free High Speed Internet ( WiFi ),Bar/Lounge",3.5,28.387335,"[(u'Excellent', u'689'), (u'Very good', u'1,486'), (u'Average', u'718'), (u'Poor', u'250'), (u'Terrible', u'226')]","Clarion Inn Lake Buena Vista Hotel Orlando,Comfort Lake Buena Vista,Comfort Inn Orlando,Orlando Comfort Inn"
http://www.tripadvisor.com/Hotel_Review-g34169-d296362-Reviews-Regal_Palms_Resort_Spa-Davenport_Florida.html,598,$$,33897,2700 Sand Mine Road,Regal Palms Resort & Spa,Davenport,,-81.674469,"[(u'Location', u'4 of 5 stars'), (u'Sleep Quality', u'4 of 5 stars'), (u'Rooms', u'4 of 5 stars'), (u'Service', u'3.5 of 5 stars'), (u'Value', u'4 of 5 stars'), (u'Cleanliness', u'4 of 5 stars')]",FL,"Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Pool,Room Service,Bar/Lounge,Free High Speed Internet ( WiFi )",4.0,28.310616,"[(u'Excellent', u'673'), (u'Very good', u'352'), (u'Average', u'141'), (u'Poor', u'140'), (u'Terrible', u'170')]","Regal Palms Hotel Davenport,Regal Palms Resort And Spa,Regal Palms Davenport,Regal Palms Resort Florida,Regal Palms At Highlands Reserve,Palm Regal Resort"
http://www.tripadvisor.com/Hotel_Review-g47724-d253146-Reviews-Hilton_Garden_Inn_Poughkeepsie_Fishkill-Fishkill_New_York.html,111,$$,12524,25 Westage Rd,Hilton Garden Inn Poughkeepsie/Fishkill,Fishkill,,-73.893883,"[(u'Location', u'4.5 of 5 stars'), (u'Sleep Quality', u'4.5 of 5 stars'), (u'Rooms', u'4.5 of 5 stars'), (u'Service', u'4.5 of 5 stars'), (u'Value', u'4.5 of 5 stars'), (u'Cleanliness', u'4.5 of 5 stars')]",NY,"Pool,Free Parking,Fitness Center with Gym / Workout Room,Restaurant,Room Service,Bar/Lounge,Free High Speed Internet ( WiFi )",4.5,41.525402,"[(u'Excellent', u'234'), (u'Very good', u'105'), (u'Average', u'28'), (u'Poor', u'10'), (u'Terrible', u'12')]","Hilton Garden Inn Poughkeepsie/Fishkill Hotel Fishkill,Hilton Garden Inn Fishkill,Hilton Fishkill,Fishkill Hilton"
